ID,Time,lat,lon,alt_AGL_ft,speed_kts,heading_deg,dh_fpm,alt_MSL_ft
482,0,42.2982710736925,-71.2217817859742,2016.70727937568,76.38468573578513,-342.9532071113598,-287.1565194638813,2138.02046787366
482,1,42.2979628383174,-71.2215423317638,2012.27589429823,77.60241425211603,-349.6367202614614,-287.15654227296466,2133.237863902
482,2,42.2976715787416,-71.2212538552792,2008.24329210784,78.82014276844694,-355.3268072862735,-287.1565640313604,2128.45601394027
482,3,42.2973923352748,-71.2209322626471,2005.73990451423,80.03787128477725,-357.69495942254014,-169.05241512389435,2124.92885267362
482,4,42.2971238841005,-71.2205834838802,2002.41113862302,81.25559980110819,-362.8636001338575,-169.052426796235,2122.11705133319
482,5,42.2968768413728,-71.2201970268511,1998.55374463522,82.4733283174391,-368.19798875405365,-169.05243795485725,2119.30602332205
482,6,42.2966542741173,-71.2197751188255,1994.89790320032,83.69105683377002,-373.53257926363864,-169.05244862947382,2116.49574413151
482,7,42.2964589653285,-71.2193205955353,1991.44697307795,84.90878535010035,-378.8673076784542,-169.05245884767714,2113.68618256226
482,8,42.2962935147413,-71.218836685985,1988.19547914107,86.12651386643125,-384.20217214780433,-169.05246863512508,2110.8772998862
482,9,42.2961604008324,-71.2183273579176,1985.12928419588,87.18882418055438,-389.5384367462793,-169.05256392132918,2108.06904188544
482,10,42.2960618538373,-71.2177972298595,1982.22552960038,88.2338658055433,-394.8755835601202,-169.05256965255012,2105.26134187728
482,11,42.2959952915717,-71.2172514024662,1979.44644157394,89.2817217099068,-397.7376890986334,-169.0525738073433,2102.45422153175
482,12,42.2959358154003,-71.216697410496,1976.72768756348,90.32989031197778,-397.78618384725934,-169.05257919462483,2099.64816188812
482,13,42.2958757161732,-71.2161368633568,1975.94328346882,91.37805891404935,-397.7863213771837,-5.956302471355962e-17,2098.73098890111
482,14,42.2958149178978,-71.215569820621,1975.86411616338,92.4262275161209,-397.7863213771837,-2.2567341457402505e-46,2098.74500791356
482,15,42.2957534229536,-71.2149963080308,1975.23545622277,93.4743961181919,-397.7863213771837,-6.1268040959069185e-56,2098.76035332307
482,16,42.2956912312435,-71.2144163256243,1974.70930495388,94.52256472026347,-397.7863213771837,1.8160868689821435e-62,2098.77706482634
482,17,42.2956283426694,-71.2138298734397,1974.28935899875,95.57073332233503,-397.7863213771837,-1.7954145109401452e-65,2098.79518259317
482,18,42.2955648123133,-71.2132374660572,1973.97957571195,96.41053625392458,-397.7863213771837,4.0788323971103574e-69,2098.81472969428
482,19,42.2955007366548,-71.212640003958,1973.78363909371,97.22718744434988,-397.7863213771837,-1.3570510239341609e-73,2098.83571130037
482,20,42.2954361171478,-71.2120375014659,1972.84617197569,98.0438386347752,-397.7863213771837,6.019583624430306e-78,2098.85815918073
482,21,42.295370953713,-71.2114299586119,1971.77910310116,98.8604898252005,-397.7863213771837,4.979853223614724e-82,2098.88210583851
482,22,42.2953051823445,-71.2108167794706,1970.84757642838,99.91847825284826,-397.7863213771837,2.4394973119679555e-87,2098.90760948882
