ID,Time,lat,lon,alt_AGL_ft,speed_kts,heading_deg,dh_fpm,alt_MSL_ft
234,0,42.2504627632052,-71.2566931858343,4761.17843860145,37.92534543835017,0.0,0.0,4910.36202567071
234,1,42.2503204158011,-71.2568311563257,4761.10509832911,37.92534543835017,-9.347028387025397,2.706623191003339e-15,4910.42033098638
234,2,42.2501633331576,-71.2569362351293,4760.95295924214,37.92534543835017,-18.50544956558319,-37.488826890551515,4910.48239388689
234,3,42.2499961317221,-71.2570058408196,4756.89476126401,37.92534543835017,-27.54325704649651,-318.7967934585866,4906.70294369385
234,4,42.2498248654799,-71.2570560592933,4752.82808577636,37.92534543835017,-27.708727717015325,-118.40454583676882,4902.94940521196
234,5,42.2496531929872,-71.2571056645175,4751.8769164822,37.92534543835017,-29.233029348905774,0.0,4902.32847526297
234,6,42.2494789695681,-71.2571331522503,4751.58637878784,37.92534543835017,-38.411621845655176,2.664982834295041e-15,4902.38728371635
234,7,42.2493037427334,-71.2571222857186,4751.29070650331,37.92534543835017,-47.7512739566506,2.664982834295041e-15,4902.4419237487
234,8,42.2491321489421,-71.2570732880791,4751.01651441086,37.92534543835017,-57.09092606764602,2.664982834295041e-15,4902.49094167724
234,9,42.2489687375648,-71.2569874586811,4750.78832867657,37.92534543835017,-66.43057817864138,2.664982834295041e-15,4902.53303782642
234,10,42.2488178410027,-71.2568670733276,4750.62609098181,37.92534543835017,-75.77023028963687,2.664982834295041e-15,4902.56709600613
234,11,42.248683459832,-71.2567153239132,4750.54316641293,37.92534543835017,-85.10988240063234,2.664982834295041e-15,4902.59221308306
234,12,42.2485684768465,-71.2565369794856,4750.54364265981,37.92534543835017,-93.81926735878544,0.0,4902.60803319514
234,13,42.2484748975071,-71.2563372459744,4750.62342930795,37.92534543835017,-102.53457506755547,0.0,4902.61453254893
234,14,42.2484048839257,-71.2561207341495,4750.7730772193,37.95364655817971,-111.24988277632548,0.0,4902.61156032979
234,15,42.2483598766177,-71.2558915036951,4750.9779832379,38.24065722365104,-119.95922197509483,-2.687139534136937e-15,4902.59913178161
234,16,42.2483418366524,-71.2556537729576,4751.21963945038,38.5636630937062,-129.2413472663007,2.7098368909869313e-15,4902.5771099031
234,17,42.2483525595158,-71.2554132251563,4751.47447635878,38.886668963761345,-138.48662748109163,-2.7325342478369243e-15,4902.54558115453
234,18,42.2483905153302,-71.2551756002857,4751.71725404282,39.209674833816486,-146.53681222732405,-2.7552316046869178e-15,4902.50571861863
234,19,42.2484533579784,-71.2549455939801,4751.92637418421,39.53268070387158,-154.61603768958304,5.011268932807854,4902.45883560926
234,20,42.2485309620879,-71.2547215519728,4753.64861594134,39.85568657392672,-155.75385282666667,172.75204282460925,4903.962286897
234,21,42.2486125770475,-71.2544983950593,4758.24457018541,40.178692443981866,-156.7446647150224,384.4669718403043,4908.37502338365
234,22,42.2487009527279,-71.2542785118118,4765.08395579861,40.50169831403701,-161.9406234537031,371.5814218661888,4915.07296864688
234,23,42.248810913468,-71.2540738811881,4769.26629969035,40.824704184092155,-170.36575887550188,249.71338463076802,4919.52257845923
234,24,42.2489434599348,-71.2538922113214,4772.73655728298,41.1477100541473,-179.4389156673365,249.71338708714006,4923.62151606753
234,25,42.2490968059109,-71.2537396900445,4776.2895571858,41.470715924202445,-188.4772829895369,249.71338948618103,4927.71720996127
234,26,42.2492673545409,-71.2536204928548,4779.93951118038,41.793721794257536,-197.4812954926987,249.71339182966193,4931.81128461659
234,27,42.2494493109774,-71.2535306494474,4783.67671130444,42.11672766431269,-202.12327825244125,223.17400152392568,4935.90516801551
234,28,42.2496372835734,-71.2534580268601,4784.96739265174,42.43973353436783,-206.22163707115382,-27.08017523469168,4937.49887829646
234,29,42.2498300348946,-71.2534032889782,4782.22911815443,42.76273940442298,-210.31040768714655,-248.36951544514045,4935.01035855338
