time,north_ft,east_ft,up_ft,speed_ftps,phi_rad,theta_rad,psi_rad
0,0,0,4864.56126666941,145.003691319201,0,-0.0233833229798305,1.42645514716239
0.1,2.08517003224196,14.3456552846479,4864.22223075297,145.072703235606,1.24344978758018e-13,-0.0233721873271914,1.42645514716239
0.2,4.1713330070919,28.6981418646585,4863.88319498223,145.141715152011,1.93399131052543e-13,-0.0233610723175353,1.4264551471624
0.3,6.25848892380107,43.0574597348806,4863.54415921134,145.210727068416,2.31788850272071e-13,-0.0233499678708645,1.4264551471624
0.4,8.34663778211193,57.4236088935427,4863.20512344039,145.279738984822,2.53165495126498e-13,-0.0233388739769065,1.42645514716241
0.5,10.4357795817671,71.7965893388739,4862.86608766935,145.348750901227,2.65099434531952e-13,-0.0233277906206223,1.42645514716241
0.6,12.5259143225095,86.1764010691061,4862.52705189825,145.417762817632,2.71790424784387e-13,-0.0233167177870035,1.42645514716242
0.7,14.6170420040826,100.563044082473,4862.18801612707,145.486774734037,2.75569221797245e-13,-0.0233056554610704,1.42645514716242
0.8,16.7091626262299,114.956518377213,4861.84898035582,145.555786650443,2.77729827542508e-13,-0.0232946036278717,1.42645514716243
0.9,18.8022761886957,129.356823951564,4861.5099445845,145.624798566848,2.78990926555875e-13,-0.0232835622724844,1.42645514716243
1,20.8963826912244,143.763960803768,4861.17090881311,145.693810483253,2.79751825595633e-13,-0.0232725313800138,1.42645514716244
1.1,22.9914821335607,158.177928932069,4860.83187304164,145.762822399658,2.80234466818059e-13,-0.0232615109355935,1.42645514716245
1.2,25.0875745154498,172.598728334715,4860.4928372701,145.831834316064,2.80562256571772e-13,-0.0232505009243851,1.42645514716245
1.3,27.1846598366373,187.026359009954,4860.15380149849,145.900846232469,2.80803838376904e-13,-0.0232395013315784,1.42645514716246
1.4,29.2827380968691,201.460820956039,4859.81476572681,145.969858148874,2.80997408922197e-13,-0.0232285121423913,1.42645514716247
1.5,31.3818092958914,215.902114171223,4859.47572995506,146.038870065279,2.81164230779409e-13,-0.0232175333420694,1.42645514716247
1.6,33.4818734334508,230.350238653764,4859.13669418323,146.107881981685,2.81316144435387e-13,-0.0232065649158864,1.42645514716248
1.7,35.5829305092943,244.805194401921,4858.79765841134,146.17689389809,2.814597459836e-13,-0.0231956068491437,1.42645514716248
1.8,37.6849805231693,259.266981413954,4858.45862263937,146.245905814495,2.81598711354624e-13,-0.0231846591271706,1.42645514716249
1.9,39.7880234748233,273.73559968813,4858.11958686733,146.314917730901,2.81735089873483e-13,-0.023173721735324,1.4264551471625
2,41.8920593640046,288.211049222713,4857.78055109522,146.383929647306,2.81870024463808e-13,-0.0231627946589884,1.4264551471625
2.1,43.9970881904614,302.693330015973,4857.44151532303,146.452941563711,2.82004152781224e-13,-0.0231518778835759,1.42645514716251
2.2,46.1031099539426,317.182442066182,4857.10247955078,146.521953480116,2.82137830717199e-13,-0.0231409713945261,1.42645514716252
2.3,48.2101246541972,331.678385371614,4856.76344377846,146.590965396522,2.82271256977804e-13,-0.023130075177306,1.42645514716252
2.4,50.3181322909747,346.181159930545,4856.42440800606,146.659977312927,2.82404542548651e-13,-0.02311918921741,1.42645514716253
2.5,52.427132864025,360.690765741253,4856.08537223359,146.728989229332,2.82537749442915e-13,-0.0231083135003598,1.42645514716253
2.6,54.5371263730982,375.207202802021,4855.74633646106,146.798001145737,2.8267091232333e-13,-0.0230974480117044,1.42645514716254
2.7,56.6481128179449,389.730471111131,4855.40730068845,146.867013062143,2.82804050572091e-13,-0.0230865927370197,1.42645514716255
2.8,58.7600921983159,404.26057066687,4855.06826491577,146.936024978548,2.82937175031071e-13,-0.0230757476619091,1.42645514716255
2.9,60.8730645139624,418.797501467526,4854.72922914302,147.005036894953,2.83070291767164e-13,-0.0230649127720027,1.42645514716256
3,62.9870297646361,433.341263511391,4854.3901933702,147.074048811358,6.59783577262302e-13,-0.0283009005279857,1.42645514716256
3.1,65.101702968261,447.889896164769,4853.9740161284,147.143060727764,9.10868808163206e-13,-0.0335368882839687,1.42645514716257
3.2,67.2170258558492,462.442998545814,4853.48063658747,147.212072644169,1.05285828981707e-12,-0.0373783712164858,1.42645514716259
3.3,69.333052491464,477.000942607128,4852.93050995937,147.281084560574,1.06218591837235e-12,-0.0373592962746529,1.42645514716261
3.4,71.450072614239,491.565721710243,4852.3804061777,147.350096476979,1.06767387542332e-12,-0.0373417915189929,1.42645514716264
3.5,73.5680861005766,506.137335004828,4851.83030238519,147.419108393385,1.07097556882749e-12,-0.0373243024351295,1.42645514716266
3.6,75.687092949885,520.71578248681,4851.28019859257,147.48812030979,1.0730506831391e-12,-0.0373068297298152,1.42645514716268
3.7,77.8070931615159,535.301064151731,4850.73009479984,147.557132226195,1.07443737745602e-12,-0.0372893733797061,1.42645514716271
3.8,79.9280867348217,549.893179995133,4850.17999100699,147.6261441426,1.07543755302365e-12,-0.0372719333618441,1.42645514716273
3.9,82.0500736691559,564.49213001257,4849.62988721403,147.695156059006,1.0762206351892e-12,-0.0372545096533138,1.42645514716275
4,84.1730539638726,579.097914199598,4849.07978342096,147.762064035595,1.07522812201213e-12,-0.0424904974092968,1.42645514716277
4.1,86.2965523891131,593.707263046473,4848.452123968,147.828972012185,1.07470814600194e-12,-0.0477264851652798,1.42645514716279
4.2,88.4205102999937,608.319773085244,4847.74685606045,147.895879988775,1.07450681191953e-12,-0.0529624729212628,1.42645514716281
4.3,90.544868986318,622.935040398614,4846.96392904781,147.962787965364,1.07452143011497e-12,-0.0581984606772458,1.42645514716283
4.4,92.6695696741992,637.552660631108,4846.10329442712,148.029695941954,1.05027721097994e-12,-0.0623039783636353,1.42645514716284
4.5,94.7947047587288,652.173269447019,4845.18160709875,148.096603918544,9.47469571255297e-13,-0.0622744276528738,1.42645514716287
4.6,96.920804302114,666.800513594375,4844.25993996397,148.163511895133,8.89802424918648e-13,-0.0622462698880098,1.42645514716289
4.7,99.0478681213729,681.434391814288,4843.33827281986,148.230419871723,8.57498847539779e-13,-0.0622181369721103,1.42645514716291
4.8,101.175896214896,696.074904095687,4842.41660567558,148.297327848313,8.39467840566523e-13,-0.0621900294914263,1.42645514716293
4.9,103.304888580995,710.72205042695,4841.49493853113,148.364235824902,8.29471106350788e-13,-0.0621619474111762,1.42645514716294
5,105.434845217982,725.375830796471,4840.5732713865,148.410104403336,4.33125247591474e-13,-0.0594659034881394,1.42645514716296
5.1,107.565810146047,740.036548056513,4839.69125733528,148.455972981769,2.54238540142563e-13,-0.0594485589055019,1.42645514716297
5.2,109.69743588465,754.701811593384,4838.80922771883,148.501841560203,1.5329861439756e-13,-0.0594301747287386,1.42645514716298
5.3,111.829722566407,769.371622319451,4837.92719810716,148.547710138636,9.63343592606658e-14,-0.0594118022511375,1.42645514716298
5.4,113.962670190553,784.045980229459,4837.04516849543,148.59357871707,6.41808806382335e-14,-0.0593934411361005,1.42645514716298
5.5,116.096278756367,798.724885318439,4836.16313888365,148.639447295503,4.60288260307486e-14,-0.0593750913731846,1.42645514716299
5.6,118.230548263127,813.408337581428,4835.28110927182,148.685315873936,3.57800611982259e-14,-0.0593567529518589,1.42645514716299
5.7,120.365478710113,828.096337013469,4834.39907965993,148.73118445237,2.99934792002849e-14,-0.0593384258616054,1.42645514716299
5.8,122.501070096603,842.788883609606,4833.51705004799,148.777053030803,2.67268388565171e-14,-0.0593201100919192,1.42645514716299
5.9,124.637322421879,857.485977364891,4832.63502043601,148.822921609237,2.48836320350898e-14,-0.0593018056323084,1.42645514716299
6,126.774235685223,872.187618274378,4831.75299082397,148.84985472933,-3.96445227176542e-17,-0.0540658178763254,1.42645514716299
6.1,128.9121707925,886.896289315992,4830.9486139247,148.876787849423,5.75787218422135e-20,-0.0488298301203424,1.42645514716299
6.2,131.051069350374,901.611588752375,4830.22193995355,148.903720969516,-7.55189940657998e-23,-0.0435938423643594,1.42645514716299
6.3,133.190872917878,916.333114518501,4829.57301700322,148.930654089609,8.84181843126608e-26,-0.0383578546083764,1.42645514716299
6.4,135.331523008017,931.06046423266,4829.00189104162,148.957587209701,2.38919994899378e-13,-0.035366747013805,1.42645514716299
6.5,137.472796409554,945.792102235213,4828.47518632835,148.984520329794,3.74335965550501e-13,-0.0353610576199302,1.42645514716299
6.6,139.614457407234,960.526406840765,4827.94847109142,149.011453449887,4.51111603136817e-13,-0.0353546634828447,1.426455147163
6.7,141.756506054537,975.263378417254,4827.42175585639,149.03838656998,4.94667114345551e-13,-0.0353482717861552,1.42645514716301
6.8,143.898942351367,990.003016964011,4826.89504062135,149.065319690073,5.19398680931094e-13,-0.0353418824005897,1.42645514716302
